SUBJECTID,age,emotion,ACTOR,presentNumber,meanAmpNC
02,youngerAgeGroup,A,5,1,-0.964
02,youngerAgeGroup,A,5,2,-2.765
02,youngerAgeGroup,A,5,3,-1.77
02,youngerAgeGroup,A,5,4,8.94
02,youngerAgeGroup,A,5,5,6.23
02,youngerAgeGroup,A,5,6,12.857
02,youngerAgeGroup,A,5,7,16.607
02,youngerAgeGroup,A,5,8,15.292
02,youngerAgeGroup,A,5,9,17.151
02,youngerAgeGroup,A,5,10,12.922
03,youngerAgeGroup,B,1,1,-2.579
03,youngerAgeGroup,B,1,2,-9.208
03,youngerAgeGroup,B,1,3,-7.283
03,youngerAgeGroup,B,1,4,-0.033
03,youngerAgeGroup,B,1,5,8.335
03,youngerAgeGroup,B,1,6,2.359
03,youngerAgeGroup,B,1,7,12.102
03,youngerAgeGroup,B,1,8,-1.471
03,youngerAgeGroup,B,1,9,1.532
03,youngerAgeGroup,B,1,10,-0.922
03,youngerAgeGroup,B,2,1,-1.264
03,youngerAgeGroup,B,2,2,-0.217
03,youngerAgeGroup,B,2,3,3.503
03,youngerAgeGroup,B,2,4,17.576
03,youngerAgeGroup,B,2,5,6.008
03,youngerAgeGroup,B,2,6,17.599
03,youngerAgeGroup,B,2,7,17.398
03,youngerAgeGroup,B,2,8,12.969
03,youngerAgeGroup,B,2,9,27.227
03,youngerAgeGroup,B,2,10,18.073
03,youngerAgeGroup,B,3,1,5.624
03,youngerAgeGroup,B,3,2,1.47
03,youngerAgeGroup,B,3,3,21.978
03,youngerAgeGroup,B,3,4,5.968
03,youngerAgeGroup,B,3,5,-0.202
03,youngerAgeGroup,B,3,6,1.099
03,youngerAgeGroup,B,3,7,10.434
03,youngerAgeGroup,B,3,8,12.574
03,youngerAgeGroup,B,3,9,23.042
03,youngerAgeGroup,B,3,10,7.319
03,youngerAgeGroup,B,4,1,18.137
03,youngerAgeGroup,B,4,2,24.961
03,youngerAgeGroup,B,4,3,28.268
03,youngerAgeGroup,B,4,4,16.309
03,youngerAgeGroup,B,4,5,30.233
03,youngerAgeGroup,B,4,6,16.858
03,youngerAgeGroup,B,4,7,19.547
03,youngerAgeGroup,B,4,8,34.55
03,youngerAgeGroup,B,4,9,23.44
03,youngerAgeGroup,B,4,10,39.276
03,youngerAgeGroup,B,5,1,8.382
03,youngerAgeGroup,B,5,2,18.181
03,youngerAgeGroup,B,5,3,28.167
03,youngerAgeGroup,B,5,4,23.517
03,youngerAgeGroup,B,5,5,18.667
03,youngerAgeGroup,B,5,6,15.585
03,youngerAgeGroup,B,5,7,7.808
03,youngerAgeGroup,B,5,8,26.067
03,youngerAgeGroup,B,5,9,25.673
03,youngerAgeGroup,B,5,10,16.946
03,youngerAgeGroup,A,1,1,4.758
03,youngerAgeGroup,A,1,2,-2.445
03,youngerAgeGroup,A,1,3,11.204
03,youngerAgeGroup,A,1,4,3.014
03,youngerAgeGroup,A,1,5,11.006
03,youngerAgeGroup,A,1,6,2.209
03,youngerAgeGroup,A,1,7,2.377
03,youngerAgeGroup,A,1,8,14.715
03,youngerAgeGroup,A,1,9,2.874
03,youngerAgeGroup,A,1,10,17.595
03,youngerAgeGroup,A,2,1,8.069
03,youngerAgeGroup,A,2,2,-0.518
03,youngerAgeGroup,A,2,3,2.916
03,youngerAgeGroup,A,2,4,5.989
03,youngerAgeGroup,A,2,5,1.629
03,youngerAgeGroup,A,2,6,3.434
03,youngerAgeGroup,A,2,7,22.098
03,youngerAgeGroup,A,2,8,22.502
03,youngerAgeGroup,A,2,9,14.628
03,youngerAgeGroup,A,2,10,24.557
03,youngerAgeGroup,A,3,1,1.768
03,youngerAgeGroup,A,3,2,-5.988
03,youngerAgeGroup,A,3,3,9.135
03,youngerAgeGroup,A,3,4,-0.674
03,youngerAgeGroup,A,3,5,15.173
03,youngerAgeGroup,A,3,6,7.621
03,youngerAgeGroup,A,3,7,21.805
03,youngerAgeGroup,A,3,8,1.941
03,youngerAgeGroup,A,3,9,1.712
03,youngerAgeGroup,A,3,10,14.2
03,youngerAgeGroup,A,4,1,21.952
03,youngerAgeGroup,A,4,2,22.519
03,youngerAgeGroup,A,4,3,28.524
03,youngerAgeGroup,A,4,4,34.233
03,youngerAgeGroup,A,4,5,30.126
03,youngerAgeGroup,A,4,6,21.909
03,youngerAgeGroup,A,4,7,26.469
03,youngerAgeGroup,A,4,8,33.795
03,youngerAgeGroup,A,4,9,26.518
03,youngerAgeGroup,A,4,10,40.64
03,youngerAgeGroup,A,5,1,12.277
03,youngerAgeGroup,A,5,2,7.838
03,youngerAgeGroup,A,5,3,20.764
03,youngerAgeGroup,A,5,4,17.964
03,youngerAgeGroup,A,5,5,10.822
03,youngerAgeGroup,A,5,6,20.744
03,youngerAgeGroup,A,5,7,10.652
03,youngerAgeGroup,A,5,8,20.122
03,youngerAgeGroup,A,5,9,15.844
03,youngerAgeGroup,A,5,10,32.738
04,youngerAgeGroup,B,1,1,-9.237
04,youngerAgeGroup,B,1,2,-15.757
04,youngerAgeGroup,B,1,3,6.896
04,youngerAgeGroup,B,1,4,-9.815
04,youngerAgeGroup,B,1,5,5.849
04,youngerAgeGroup,B,1,6,-8.659
04,youngerAgeGroup,B,1,7,-11.847
04,youngerAgeGroup,B,1,8,-9.757
04,youngerAgeGroup,B,1,9,0.165
04,youngerAgeGroup,B,1,10,-2.82
04,youngerAgeGroup,B,2,1,8.254
04,youngerAgeGroup,B,2,2,3.868
04,youngerAgeGroup,B,2,3,-0.941
04,youngerAgeGroup,B,2,4,2.146
04,youngerAgeGroup,B,2,5,-1.022
04,youngerAgeGroup,B,2,6,9.616
04,youngerAgeGroup,B,2,7,3.231
04,youngerAgeGroup,B,2,8,13.364
04,youngerAgeGroup,B,2,9,20.025
04,youngerAgeGroup,B,2,10,12.839
04,youngerAgeGroup,B,3,1,-11.802
04,youngerAgeGroup,B,3,2,-11.088
04,youngerAgeGroup,B,3,3,-8.544
04,youngerAgeGroup,B,3,4,-3.726
04,youngerAgeGroup,B,3,5,-0.806
04,youngerAgeGroup,B,3,6,0.897
04,youngerAgeGroup,B,3,7,8.54
04,youngerAgeGroup,B,3,8,16.056
04,youngerAgeGroup,B,3,9,14.377
04,youngerAgeGroup,B,3,10,20.737
04,youngerAgeGroup,B,4,1,-8.763
04,youngerAgeGroup,B,4,2,17.163
04,youngerAgeGroup,B,4,3,9.935
04,youngerAgeGroup,B,4,4,6.37
04,youngerAgeGroup,B,4,5,17.379
04,youngerAgeGroup,B,4,6,8.034
04,youngerAgeGroup,B,4,7,21.573
04,youngerAgeGroup,B,4,8,29.806
04,youngerAgeGroup,B,4,9,28.646
04,youngerAgeGroup,B,4,10,24.687
04,youngerAgeGroup,B,5,1,6.15
04,youngerAgeGroup,B,5,2,21.878
04,youngerAgeGroup,B,5,3,-0.67
04,youngerAgeGroup,B,5,4,5.057
04,youngerAgeGroup,B,5,5,0.128
04,youngerAgeGroup,B,5,6,8.07
04,youngerAgeGroup,B,5,7,24.724
04,youngerAgeGroup,B,5,8,13.508
04,youngerAgeGroup,B,5,9,23.67
04,youngerAgeGroup,B,5,10,25.285
04,youngerAgeGroup,A,1,1,-16.527
04,youngerAgeGroup,A,1,2,-5.127
04,youngerAgeGroup,A,1,3,-9.788
04,youngerAgeGroup,A,1,4,-8.833
04,youngerAgeGroup,A,1,5,-2.811
04,youngerAgeGroup,A,1,6,-1.578
04,youngerAgeGroup,A,1,7,-0.678
04,youngerAgeGroup,A,1,8,-2.058
04,youngerAgeGroup,A,1,9,-1.427
04,youngerAgeGroup,A,1,10,4.631
04,youngerAgeGroup,A,2,1,-8.012
04,youngerAgeGroup,A,2,2,-0.708
04,youngerAgeGroup,A,2,3,19.086
04,youngerAgeGroup,A,2,4,7.491
04,youngerAgeGroup,A,2,5,4.742
04,youngerAgeGroup,A,2,6,-15.102
04,youngerAgeGroup,A,2,7,5.42
04,youngerAgeGroup,A,2,8,9.63
04,youngerAgeGroup,A,2,9,14.48
04,youngerAgeGroup,A,2,10,17.247
04,youngerAgeGroup,A,3,1,-14.046
04,youngerAgeGroup,A,3,2,-2.158
04,youngerAgeGroup,A,3,3,2.815
04,youngerAgeGroup,A,3,4,-6.12
04,youngerAgeGroup,A,3,5,9.139
04,youngerAgeGroup,A,3,6,8.365
04,youngerAgeGroup,A,3,7,19.537
04,youngerAgeGroup,A,3,8,2.655
04,youngerAgeGroup,A,3,9,-5.228
04,youngerAgeGroup,A,3,10,13.356
04,youngerAgeGroup,A,4,1,7.912
04,youngerAgeGroup,A,4,2,9.511
04,youngerAgeGroup,A,4,3,16.936
04,youngerAgeGroup,A,4,4,23.993
04,youngerAgeGroup,A,4,5,-2.856
04,youngerAgeGroup,A,4,6,34.266
04,youngerAgeGroup,A,4,7,25.319
04,youngerAgeGroup,A,4,8,28.802
04,youngerAgeGroup,A,4,9,19.772
04,youngerAgeGroup,A,4,10,20.817
04,youngerAgeGroup,A,5,1,-13.424
04,youngerAgeGroup,A,5,2,6.473
04,youngerAgeGroup,A,5,3,23.076
04,youngerAgeGroup,A,5,4,-2.617
04,youngerAgeGroup,A,5,5,13.813
04,youngerAgeGroup,A,5,6,20.075
04,youngerAgeGroup,A,5,7,10.975
04,youngerAgeGroup,A,5,8,22.383
04,youngerAgeGroup,A,5,9,24.333
04,youngerAgeGroup,A,5,10,22.835
05,youngerAgeGroup,B,1,1,-7.022
05,youngerAgeGroup,B,1,2,-2.575
05,youngerAgeGroup,B,1,3,-10.498
05,youngerAgeGroup,B,1,4,1.303
05,youngerAgeGroup,B,1,5,-18.111
05,youngerAgeGroup,B,1,6,-8.886
05,youngerAgeGroup,B,1,7,-6.582
05,youngerAgeGroup,B,1,8,7.295
05,youngerAgeGroup,B,1,9,-5.352
05,youngerAgeGroup,B,1,10,1.306
05,youngerAgeGroup,B,2,1,20.036
05,youngerAgeGroup,B,2,2,1.887
05,youngerAgeGroup,B,2,3,11.303
05,youngerAgeGroup,B,2,4,-7.953
05,youngerAgeGroup,B,2,5,8.73
05,youngerAgeGroup,B,2,6,6.493
05,youngerAgeGroup,B,2,7,11.091
05,youngerAgeGroup,B,2,8,27.508
05,youngerAgeGroup,B,2,9,15.138
05,youngerAgeGroup,B,2,10,25.182
05,youngerAgeGroup,B,3,1,-1.019
05,youngerAgeGroup,B,3,2,1.14
05,youngerAgeGroup,B,3,3,-8.655
05,youngerAgeGroup,B,3,4,-1.003
05,youngerAgeGroup,B,3,5,-3.015
05,youngerAgeGroup,B,3,6,14.87
05,youngerAgeGroup,B,3,7,4.128
05,youngerAgeGroup,B,3,8,10.034
05,youngerAgeGroup,B,3,9,16.382
05,youngerAgeGroup,B,3,10,9.775
05,youngerAgeGroup,B,4,1,10.822
05,youngerAgeGroup,B,4,2,15.069
05,youngerAgeGroup,B,4,3,16.399
05,youngerAgeGroup,B,4,4,20.489
05,youngerAgeGroup,B,4,5,13.299
05,youngerAgeGroup,B,4,6,32.533
05,youngerAgeGroup,B,4,7,22.392
05,youngerAgeGroup,B,4,8,28.721
05,youngerAgeGroup,B,4,9,24.085
05,youngerAgeGroup,B,4,10,16.732
05,youngerAgeGroup,B,5,1,-0.123
05,youngerAgeGroup,B,5,2,-1.484
05,youngerAgeGroup,B,5,3,-0.514
05,youngerAgeGroup,B,5,4,1.19
05,youngerAgeGroup,B,5,5,-7.922
05,youngerAgeGroup,B,5,6,19.009
05,youngerAgeGroup,B,5,7,26.507
05,youngerAgeGroup,B,5,8,13.295
05,youngerAgeGroup,B,5,9,16.832
05,youngerAgeGroup,B,5,10,21.891
05,youngerAgeGroup,A,1,1,1.85
05,youngerAgeGroup,A,1,2,-4.782
05,youngerAgeGroup,A,1,3,-15.135
05,youngerAgeGroup,A,1,4,-6.489
05,youngerAgeGroup,A,1,5,-7.535
05,youngerAgeGroup,A,1,6,-15.667
05,youngerAgeGroup,A,1,7,-9.86
05,youngerAgeGroup,A,1,8,0.541
05,youngerAgeGroup,A,1,9,6.68
05,youngerAgeGroup,A,1,10,-2.59
05,youngerAgeGroup,A,2,1,-6.768
05,youngerAgeGroup,A,2,2,-0.364
05,youngerAgeGroup,A,2,3,-8.206
05,youngerAgeGroup,A,2,4,8.584
05,youngerAgeGroup,A,2,5,9.502
05,youngerAgeGroup,A,2,6,12.55
05,youngerAgeGroup,A,2,7,10.344
05,youngerAgeGroup,A,2,8,12.155
05,youngerAgeGroup,A,2,9,13.624
05,youngerAgeGroup,A,2,10,9.971
05,youngerAgeGroup,A,3,1,-0.932
05,youngerAgeGroup,A,3,2,9.492
05,youngerAgeGroup,A,3,3,-0.547
05,youngerAgeGroup,A,3,4,-2.042
05,youngerAgeGroup,A,3,5,17.968
05,youngerAgeGroup,A,3,6,11.837
05,youngerAgeGroup,A,3,7,-3.29
05,youngerAgeGroup,A,3,8,-1.702
05,youngerAgeGroup,A,3,9,0.363
05,youngerAgeGroup,A,3,10,8.318
05,youngerAgeGroup,A,4,1,15.583
05,youngerAgeGroup,A,4,2,6.282
05,youngerAgeGroup,A,4,3,25.415
05,youngerAgeGroup,A,4,4,17.111
05,youngerAgeGroup,A,4,5,27.586
05,youngerAgeGroup,A,4,6,23.534
05,youngerAgeGroup,A,4,7,22.49
05,youngerAgeGroup,A,4,8,27.347
05,youngerAgeGroup,A,4,9,24.65
05,youngerAgeGroup,A,4,10,23.272
05,youngerAgeGroup,A,5,1,14.403
05,youngerAgeGroup,A,5,2,19.494
05,youngerAgeGroup,A,5,3,13.958
05,youngerAgeGroup,A,5,4,5.965
05,youngerAgeGroup,A,5,5,10.387
05,youngerAgeGroup,A,5,6,10.478
05,youngerAgeGroup,A,5,7,9.488
05,youngerAgeGroup,A,5,8,19.102
05,youngerAgeGroup,A,5,9,18.896
05,youngerAgeGroup,A,5,10,20.33
06,youngerAgeGroup,B,1,1,-2.639
06,youngerAgeGroup,B,1,2,4.562
06,youngerAgeGroup,B,1,3,-19.531
06,youngerAgeGroup,B,1,4,-21.814
06,youngerAgeGroup,B,1,5,-19.088
06,youngerAgeGroup,B,1,6,-27.13
06,youngerAgeGroup,B,1,7,-5.19
06,youngerAgeGroup,B,1,8,-0.049
06,youngerAgeGroup,B,1,9,-8.892
06,youngerAgeGroup,B,1,10,-3.38
06,youngerAgeGroup,B,2,1,-1.057
06,youngerAgeGroup,B,2,2,2.336
06,youngerAgeGroup,B,2,3,2.217
06,youngerAgeGroup,B,2,4,12.834
06,youngerAgeGroup,B,2,5,16.548
06,youngerAgeGroup,B,2,6,-4.076
06,youngerAgeGroup,B,2,7,18.617
06,youngerAgeGroup,B,2,8,7.678
06,youngerAgeGroup,B,2,9,8.179
06,youngerAgeGroup,B,2,10,20.592
06,youngerAgeGroup,B,3,1,-16.251
06,youngerAgeGroup,B,3,2,-8.838
06,youngerAgeGroup,B,3,3,-8.123
06,youngerAgeGroup,B,3,4,-10.128
06,youngerAgeGroup,B,3,5,-0.718
06,youngerAgeGroup,B,3,6,7.797
06,youngerAgeGroup,B,3,7,-4.059
06,youngerAgeGroup,B,3,8,-3.527
06,youngerAgeGroup,B,3,9,-5.789
06,youngerAgeGroup,B,3,10,12.789
06,youngerAgeGroup,B,4,1,6.596
06,youngerAgeGroup,B,4,2,2.502
06,youngerAgeGroup,B,4,3,2.519
06,youngerAgeGroup,B,4,4,18.81
06,youngerAgeGroup,B,4,5,8.222
06,youngerAgeGroup,B,4,6,2.796
06,youngerAgeGroup,B,4,7,7.367
06,youngerAgeGroup,B,4,8,25.457
06,youngerAgeGroup,B,4,9,20.884
06,youngerAgeGroup,B,4,10,15.512
06,youngerAgeGroup,B,5,1,12.929
06,youngerAgeGroup,B,5,2,-3.141
06,youngerAgeGroup,B,5,3,2.409
06,youngerAgeGroup,B,5,4,1.831
06,youngerAgeGroup,B,5,5,17.226
06,youngerAgeGroup,B,5,6,13.718
06,youngerAgeGroup,B,5,7,3.714
06,youngerAgeGroup,B,5,8,6.854
06,youngerAgeGroup,B,5,9,17.946
06,youngerAgeGroup,B,5,10,2.5
06,youngerAgeGroup,A,1,1,-24.95
06,youngerAgeGroup,A,1,2,-17.884
06,youngerAgeGroup,A,1,3,-20.546
06,youngerAgeGroup,A,1,4,-16.659
06,youngerAgeGroup,A,1,5,-10.284
06,youngerAgeGroup,A,1,6,-4.717
06,youngerAgeGroup,A,1,7,3.109
06,youngerAgeGroup,A,1,8,-3.756
06,youngerAgeGroup,A,1,9,-0.057
06,youngerAgeGroup,A,1,10,8.004
06,youngerAgeGroup,A,2,1,-8.258
06,youngerAgeGroup,A,2,2,8.008
06,youngerAgeGroup,A,2,3,8.542
06,youngerAgeGroup,A,2,4,-9.559
06,youngerAgeGroup,A,2,5,14.044
06,youngerAgeGroup,A,2,6,13.864
06,youngerAgeGroup,A,2,7,17.28
06,youngerAgeGroup,A,2,8,7.99
06,youngerAgeGroup,A,2,9,10.921
06,youngerAgeGroup,A,2,10,12.397
06,youngerAgeGroup,A,3,1,-19.071
06,youngerAgeGroup,A,3,2,-6.521
06,youngerAgeGroup,A,3,3,4.547
06,youngerAgeGroup,A,3,4,2.318
06,youngerAgeGroup,A,3,5,-10.929
06,youngerAgeGroup,A,3,6,10.694
06,youngerAgeGroup,A,3,7,2.733
06,youngerAgeGroup,A,3,8,1.383
06,youngerAgeGroup,A,3,9,-7.66
06,youngerAgeGroup,A,3,10,16.121
06,youngerAgeGroup,A,4,1,13.849
06,youngerAgeGroup,A,4,2,7.126
06,youngerAgeGroup,A,4,3,-7.831
06,youngerAgeGroup,A,4,4,5.468
06,youngerAgeGroup,A,4,5,21.193
06,youngerAgeGroup,A,4,6,6.78
06,youngerAgeGroup,A,4,7,17.527
06,youngerAgeGroup,A,4,8,16.499
06,youngerAgeGroup,A,4,9,-1.254
06,youngerAgeGroup,A,4,10,12.917
06,youngerAgeGroup,A,5,1,22.412
06,youngerAgeGroup,A,5,2,12.512
06,youngerAgeGroup,A,5,3,9.734
06,youngerAgeGroup,A,5,4,13.212
06,youngerAgeGroup,A,5,5,-7.808
06,youngerAgeGroup,A,5,6,-5.431
06,youngerAgeGroup,A,5,7,11.886
06,youngerAgeGroup,A,5,8,6.311
06,youngerAgeGroup,A,5,9,14.959
06,youngerAgeGroup,A,5,10,14.543
07,olderAgeGroup,B,1,1,-42.477
07,olderAgeGroup,B,1,2,-37.109
07,olderAgeGroup,B,1,3,-27.239
07,olderAgeGroup,B,1,4,-17.72
07,olderAgeGroup,B,1,5,-29.178
07,olderAgeGroup,B,1,6,-18.375
07,olderAgeGroup,B,1,7,-13.983
07,olderAgeGroup,B,1,8,-29.433
07,olderAgeGroup,B,1,9,-33.532
07,olderAgeGroup,B,1,10,-10.885
07,olderAgeGroup,B,2,1,-16.821
07,olderAgeGroup,B,2,2,-7.802
07,olderAgeGroup,B,2,3,-8.223
07,olderAgeGroup,B,2,4,-13.949
07,olderAgeGroup,B,2,5,-4.354
07,olderAgeGroup,B,2,6,7.959
07,olderAgeGroup,B,2,7,-4.155
07,olderAgeGroup,B,2,8,12.993
07,olderAgeGroup,B,2,9,-7.488
07,olderAgeGroup,B,2,10,-0.036
07,olderAgeGroup,B,3,1,-19.51
07,olderAgeGroup,B,3,2,-16.324
07,olderAgeGroup,B,3,3,-35.4
07,olderAgeGroup,B,3,4,-7.906
07,olderAgeGroup,B,3,5,-16.939
